t,2,4,6,8
2,0.1,2,2.6,3.7
4,0.5,1.6,2.4,3.1
6,0.4,1.3,1.9,2.7
8,0.4,1.1,1.6,2.1
10,0.3,0.9,1.3,1.7
12,0.2,0.7,1.1,1.4
14,0.2,0.6,0.8,1.2
16,0.2,0.5,0.7,0.9
18,0.1,0.4,0.6,0.7
20,0.1,0.3,0.5,0.6
